UNIQUE_id,UNIQUE_num_records,ELIGIBLE_consent,CONNECTION_social_days_friends_p7d_grouped,LONELY_direct
cscs_01295,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01296,1,Yes,NA,NA
cscs_01297,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01298,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01299,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01300,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01301,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01302,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01303,1,Yes,NA,NA
cscs_01304,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01305,3,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01305,3,Yes,Most days (4 - 6 days),NA
cscs_01305,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01306,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01307,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01308,1,Yes,NA,NA
cscs_01309,1,Yes,NA,NA
cscs_01310,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01311,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01312,1,Yes,NA,NA
cscs_01313,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01314,1,Yes,NA,NA
cscs_01316,1,Yes,Most days (4 - 6 days),NA
cscs_01319,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01321,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01322,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01323,1,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_01324,1,Yes,NA,NA
cscs_01325,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01326,3,Yes,NA,NA
cscs_01326,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_01326,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01328,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01329,1,Yes,NA,NA
cscs_01330,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01331,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01332,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01333,1,Yes,NA,NA
cscs_01334,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01335,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01336,1,Yes,NA,NA
cscs_01337,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01339,1,Yes,NA,NA
cscs_01341,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01342,1,Yes,NA,NA
cscs_01343,1,Yes,NA,Some or a little of the time (e.g. 1-2 days)
cscs_01344,1,Yes,Most days (4 - 6 days),NA
cscs_01345,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01346,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01347,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01348,1,Yes,Some days (1 - 3 days),NA
cscs_01350,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01351,1,Yes,NA,NA
cscs_01352,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01353,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01354,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01355,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01356,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01357,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01358,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01359,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01360,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01361,1,Yes,NA,NA
cscs_01362,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01363,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01364,1,Yes,NA,NA
cscs_01365,1,Yes,Some days (1 - 3 days),Presented but no response
cscs_01366,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01367,1,Yes,Some days (1 - 3 days),Presented but no response
cscs_01368,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_01369,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01370,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01371,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01372,1,Yes,NA,NA
cscs_01373,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01374,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01375,1,Yes,NA,NA
cscs_01376,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_01377,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_01378,1,Yes,NA,NA
cscs_01379,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01380,1,Yes,NA,NA
cscs_01381,1,Yes,NA,NA
cscs_01382,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01383,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01385,2,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01385,2,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01387,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01388,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01389,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01390,1,Yes,None (0 Days),NA
cscs_01391,1,Yes,Some days (1 - 3 days),NA
cscs_01392,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01393,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01394,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01395,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01396,1,Yes,NA,NA
cscs_01397,1,Yes,NA,NA
cscs_01398,4,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01398,4,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01398,4,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01398,4,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01399,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01400,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01401,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01401,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01401,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01402,1,Yes,NA,NA
cscs_01403,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01404,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01406,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_01407,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01408,1,Yes,NA,NA
cscs_01409,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01410,2,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01410,2,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01411,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01412,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01413,1,Yes,NA,NA
cscs_01414,2,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01414,2,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01415,1,Yes,Presented but no response,Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01416,1,Yes,NA,NA
cscs_01417,1,Yes,NA,NA
cscs_01418,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01419,1,Yes,NA,NA
cscs_01420,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01421,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_01422,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01423,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01424,1,Yes,NA,NA
cscs_01425,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01426,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01427,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_01429,1,Yes,Some days (1 - 3 days),NA
cscs_01430,1,Yes,Some days (1 - 3 days),NA
cscs_01431,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01432,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01434,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01435,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01436,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01437,1,Yes,NA,NA
cscs_01438,1,Yes,NA,NA
cscs_01439,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01440,1,Yes,NA,NA
cscs_01441,1,Yes,NA,NA
cscs_01442,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01443,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01444,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01445,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01446,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01447,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01449,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01451,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01452,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01453,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01454,1,Yes,NA,NA
cscs_01455,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01456,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01457,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01458,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01459,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01460,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01461,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01462,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01463,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01464,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01465,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01466,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01467,1,Yes,Some days (1 - 3 days),NA
cscs_01468,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01469,1,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_01470,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01471,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01472,1,Yes,NA,NA
cscs_01473,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01474,1,Yes,NA,NA
cscs_01476,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01477,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01478,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01479,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01480,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01481,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01482,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01483,3,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01483,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01484,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01485,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01486,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01487,1,Yes,Some days (1 - 3 days),NA
cscs_01489,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01490,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01492,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01493,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01494,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01495,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01496,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01497,1,Yes,NA,NA
cscs_01498,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01499,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_01500,1,Yes,NA,NA
cscs_01501,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01502,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01503,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01504,1,Yes,NA,NA
cscs_01505,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01506,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01507,1,Yes,NA,NA
cscs_01508,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01509,1,Yes,NA,NA
cscs_01511,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01513,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01515,1,Yes,Most days (4 - 6 days),NA
cscs_01516,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01517,1,Yes,NA,NA
cscs_01518,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01519,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01520,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01521,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01522,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01523,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01524,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01526,1,Yes,NA,NA
cscs_01527,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01528,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01529,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01530,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01531,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01532,1,Yes,NA,NA
cscs_01535,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01536,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01537,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01538,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01539,1,Yes,NA,NA
cscs_01540,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01541,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01542,1,Yes,Most days (4 - 6 days),NA
cscs_01543,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01544,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01545,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01546,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01547,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01549,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01550,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01552,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_01553,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01554,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01555,1,Yes,NA,NA
cscs_01556,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01558,1,Yes,NA,NA
cscs_01559,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01560,1,Yes,None (0 Days),NA
cscs_01561,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01562,1,Yes,NA,NA
cscs_01563,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01564,1,Yes,NA,NA
cscs_01565,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_01567,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_01568,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01569,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01570,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01571,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01572,1,Yes,NA,NA
cscs_01574,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01575,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01576,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01577,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01578,1,Yes,Some days (1 - 3 days),NA
cscs_01579,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01580,1,Yes,NA,NA
cscs_01581,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01582,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01583,1,Yes,Presented but no response,Rarely (e.g. less than 1 day)
cscs_01584,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01585,1,Yes,NA,NA
cscs_01586,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01587,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01588,1,Yes,NA,NA
cscs_01589,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01590,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01591,1,Yes,Every day (7 days),NA
cscs_01592,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01593,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01594,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_01595,1,Yes,Most days (4 - 6 days),All of the time (e.g. 5-7 days)]
cscs_01597,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01597,3,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01597,3,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01598,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01599,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01600,1,Yes,NA,NA
cscs_01601,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_01602,1,Yes,NA,NA
cscs_01603,1,Yes,NA,NA
cscs_01604,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01605,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01606,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_01607,1,Yes,NA,NA
cscs_01609,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01610,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_01611,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01613,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01613,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_01613,3,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_01614,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01615,1,Yes,Some days (1 - 3 days),NA
cscs_01616,2,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_01617,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_01618,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_01618,3,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_01619,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_01620,1,Yes,NA,NA
cscs_01622,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
